"variable","iso3c","year","value","indicator_sdg"
"WOMEN.INDEX","TCA",2017,,"45.0.0"
"WOMEN.INDEX","TCA",2018,,"45.0.0"
"WOMEN.INDEX","TCA",2019,,"45.0.0"
"WOMEN.INDEX","TCA",2020,,"45.0.0"
"WOMEN.INDEX","TCA",2021,,"45.0.0"
"WOMEN.INDEX","TCA",2022,,"45.0.0"
"WOMEN.INDEX","TCA",2023,,"45.0.0"
"WOMEN.INDEX","TCA",2024,,"45.0.0"
"WOMEN.INDEX","TCD",2010,46.8,"45.0.0"
"WOMEN.INDEX","TCD",2011,52.9,"45.0.0"
"WOMEN.INDEX","TCD",2012,52.9,"45.0.0"
"WOMEN.INDEX","TCD",2013,54.8,"45.0.0"
"WOMEN.INDEX","TCD",2014,54.7,"45.0.0"
"WOMEN.INDEX","TCD",2015,54.5,"45.0.0"
"WOMEN.INDEX","TCD",2016,54.4,"45.0.0"
"WOMEN.INDEX","TCD",2017,52.4,"45.0.0"
"WOMEN.INDEX","TCD",2018,52.5,"45.0.0"
"WOMEN.INDEX","TCD",2019,56.4,"45.0.0"
"WOMEN.INDEX","TCD",2020,57.3,"45.0.0"
"WOMEN.INDEX","TCD",2021,46.6,"45.0.0"
"WOMEN.INDEX","TCD",2022,59.8,"45.0.0"
"WOMEN.INDEX","TCD",2023,59.9,"45.0.0"
"WOMEN.INDEX","TCD",2024,,"45.0.0"
"WOMEN.INDEX","TGO",2010,76,"45.0.0"
"WOMEN.INDEX","TGO",2011,76,"45.0.0"
"WOMEN.INDEX","TGO",2012,76,"45.0.0"
"WOMEN.INDEX","TGO",2013,78.4,"45.0.0"
"WOMEN.INDEX","TGO",2014,79.1,"45.0.0"
"WOMEN.INDEX","TGO",2015,79.6,"45.0.0"
"WOMEN.INDEX","TGO",2016,79.5,"45.0.0"
"WOMEN.INDEX","TGO",2017,78.2,"45.0.0"
"WOMEN.INDEX","TGO",2018,76.4,"45.0.0"
"WOMEN.INDEX","TGO",2019,77.1,"45.0.0"
"WOMEN.INDEX","TGO",2020,78.1,"45.0.0"
"WOMEN.INDEX","TGO",2021,76.5,"45.0.0"
"WOMEN.INDEX","TGO",2022,76.5,"45.0.0"
"WOMEN.INDEX","TGO",2023,71.3,"45.0.0"
"WOMEN.INDEX","TGO",2024,,"45.0.0"
"WOMEN.INDEX","THA",2010,78.4,"45.0.0"
"WOMEN.INDEX","THA",2011,80,"45.0.0"
"WOMEN.INDEX","THA",2012,80,"45.0.0"
"WOMEN.INDEX","THA",2013,72,"45.0.0"
"WOMEN.INDEX","THA",2014,64.5,"45.0.0"
"WOMEN.INDEX","THA",2015,67.4,"45.0.0"
"WOMEN.INDEX","THA",2016,61.2,"45.0.0"
"WOMEN.INDEX","THA",2017,64.2,"45.0.0"
"WOMEN.INDEX","THA",2018,65.3,"45.0.0"
"WOMEN.INDEX","THA",2019,68,"45.0.0"
"WOMEN.INDEX","THA",2020,63.9,"45.0.0"
"WOMEN.INDEX","THA",2021,64.9,"45.0.0"
"WOMEN.INDEX","THA",2022,65.1,"45.0.0"
"WOMEN.INDEX","THA",2023,68.7,"45.0.0"
"WOMEN.INDEX","THA",2024,,"45.0.0"
"WOMEN.INDEX","TJK",2010,48.6,"45.0.0"
"WOMEN.INDEX","TJK",2011,48.1,"45.0.0"
"WOMEN.INDEX","TJK",2012,48.4,"45.0.0"
"WOMEN.INDEX","TJK",2013,48.6,"45.0.0"
"WOMEN.INDEX","TJK",2014,48.9,"45.0.0"
"WOMEN.INDEX","TJK",2015,47.9,"45.0.0"
"WOMEN.INDEX","TJK",2016,43.6,"45.0.0"
"WOMEN.INDEX","TJK",2017,42.6,"45.0.0"
"WOMEN.INDEX","TJK",2018,45.1,"45.0.0"
"WOMEN.INDEX","TJK",2019,44.9,"45.0.0"
"WOMEN.INDEX","TJK",2020,43,"45.0.0"
"WOMEN.INDEX","TJK",2021,41.7,"45.0.0"
"WOMEN.INDEX","TJK",2022,43.1,"45.0.0"
"WOMEN.INDEX","TJK",2023,43,"45.0.0"
"WOMEN.INDEX","TJK",2024,,"45.0.0"
"WOMEN.INDEX","TKM",2010,31.9,"45.0.0"
"WOMEN.INDEX","TKM",2011,31.6,"45.0.0"
"WOMEN.INDEX","TKM",2012,31.9,"45.0.0"
"WOMEN.INDEX","TKM",2013,37.4,"45.0.0"
"WOMEN.INDEX","TKM",2014,37.4,"45.0.0"
"WOMEN.INDEX","TKM",2015,37.4,"45.0.0"
"WOMEN.INDEX","TKM",2016,36.9,"45.0.0"
"WOMEN.INDEX","TKM",2017,36.8,"45.0.0"
"WOMEN.INDEX","TKM",2018,38.7,"45.0.0"
"WOMEN.INDEX","TKM",2019,41.4,"45.0.0"
"WOMEN.INDEX","TKM",2020,41.3,"45.0.0"
"WOMEN.INDEX","TKM",2021,41.2,"45.0.0"
"WOMEN.INDEX","TKM",2022,41.5,"45.0.0"
"WOMEN.INDEX","TKM",2023,42.5,"45.0.0"
"WOMEN.INDEX","TKM",2024,,"45.0.0"
"WOMEN.INDEX","TLS",2010,76,"45.0.0"
"WOMEN.INDEX","TLS",2011,76.2,"45.0.0"
"WOMEN.INDEX","TLS",2012,77.9,"45.0.0"
"WOMEN.INDEX","TLS",2013,77.8,"45.0.0"
"WOMEN.INDEX","TLS",2014,75.5,"45.0.0"
"WOMEN.INDEX","TLS",2015,73.8,"45.0.0"
"WOMEN.INDEX","TLS",2016,75.3,"45.0.0"
"WOMEN.INDEX","TLS",2017,74.2,"45.0.0"
"WOMEN.INDEX","TLS",2018,74.6,"45.0.0"
"WOMEN.INDEX","TLS",2019,75.6,"45.0.0"
"WOMEN.INDEX","TLS",2020,75.3,"45.0.0"
"WOMEN.INDEX","TLS",2021,77,"45.0.0"
"WOMEN.INDEX","TLS",2022,78,"45.0.0"
"WOMEN.INDEX","TLS",2023,77.8,"45.0.0"
"WOMEN.INDEX","TLS",2024,,"45.0.0"
"WOMEN.INDEX","TON",2010,,"45.0.0"
"WOMEN.INDEX","TON",2011,,"45.0.0"
"WOMEN.INDEX","TON",2012,,"45.0.0"
"WOMEN.INDEX","TON",2013,,"45.0.0"
"WOMEN.INDEX","TON",2014,,"45.0.0"
"WOMEN.INDEX","TON",2015,,"45.0.0"
"WOMEN.INDEX","TON",2016,,"45.0.0"
"WOMEN.INDEX","TON",2017,,"45.0.0"
"WOMEN.INDEX","TON",2018,,"45.0.0"
"WOMEN.INDEX","TON",2019,,"45.0.0"
"WOMEN.INDEX","TON",2020,,"45.0.0"
"WOMEN.INDEX","TON",2021,,"45.0.0"
"WOMEN.INDEX","TON",2022,,"45.0.0"
"WOMEN.INDEX","TON",2023,,"45.0.0"
"WOMEN.INDEX","TON",2024,,"45.0.0"
"WOMEN.INDEX","TTO",2010,88.9,"45.0.0"
"WOMEN.INDEX","TTO",2011,88.9,"45.0.0"
"WOMEN.INDEX","TTO",2012,88.9,"45.0.0"
"WOMEN.INDEX","TTO",2013,89,"45.0.0"
"WOMEN.INDEX","TTO",2014,89,"45.0.0"
"WOMEN.INDEX","TTO",2015,89.2,"45.0.0"
"WOMEN.INDEX","TTO",2016,89.2,"45.0.0"
"WOMEN.INDEX","TTO",2017,87.7,"45.0.0"
"WOMEN.INDEX","TTO",2018,88.4,"45.0.0"
"WOMEN.INDEX","TTO",2019,89,"45.0.0"
"WOMEN.INDEX","TTO",2020,89.2,"45.0.0"
"WOMEN.INDEX","TTO",2021,88.9,"45.0.0"
"WOMEN.INDEX","TTO",2022,85.8,"45.0.0"
"WOMEN.INDEX","TTO",2023,85.7,"45.0.0"
"WOMEN.INDEX","TTO",2024,,"45.0.0"
"WOMEN.INDEX","TUN",2010,70.9,"45.0.0"
"WOMEN.INDEX","TUN",2011,75.4,"45.0.0"
"WOMEN.INDEX","TUN",2012,86.4,"45.0.0"
"WOMEN.INDEX","TUN",2013,83.9,"45.0.0"
"WOMEN.INDEX","TUN",2014,82.1,"45.0.0"
"WOMEN.INDEX","TUN",2015,84,"45.0.0"
"WOMEN.INDEX","TUN",2016,84,"45.0.0"
"WOMEN.INDEX","TUN",2017,86.1,"45.0.0"
"WOMEN.INDEX","TUN",2018,85.8,"45.0.0"
"WOMEN.INDEX","TUN",2019,85.5,"45.0.0"
"WOMEN.INDEX","TUN",2020,86.2,"45.0.0"
"WOMEN.INDEX","TUN",2021,87.5,"45.0.0"
"WOMEN.INDEX","TUN",2022,77.5,"45.0.0"
"WOMEN.INDEX","TUN",2023,75.7,"45.0.0"
"WOMEN.INDEX","TUN",2024,,"45.0.0"
"WOMEN.INDEX","TUR",2010,63.7,"45.0.0"
"WOMEN.INDEX","TUR",2011,66.1,"45.0.0"
"WOMEN.INDEX","TUR",2012,66.2,"45.0.0"
"WOMEN.INDEX","TUR",2013,63.8,"45.0.0"
"WOMEN.INDEX","TUR",2014,64.3,"45.0.0"
"WOMEN.INDEX","TUR",2015,63.3,"45.0.0"
"WOMEN.INDEX","TUR",2016,58.7,"45.0.0"
"WOMEN.INDEX","TUR",2017,57.4,"45.0.0"
"WOMEN.INDEX","TUR",2018,57.8,"45.0.0"
"WOMEN.INDEX","TUR",2019,57,"45.0.0"
"WOMEN.INDEX","TUR",2020,58.5,"45.0.0"
"WOMEN.INDEX","TUR",2021,58.2,"45.0.0"
"WOMEN.INDEX","TUR",2022,57.4,"45.0.0"
"WOMEN.INDEX","TUR",2023,57.9,"45.0.0"
"WOMEN.INDEX","TUR",2024,,"45.0.0"
"WOMEN.INDEX","TUV",2010,,"45.0.0"
"WOMEN.INDEX","TUV",2011,,"45.0.0"
"WOMEN.INDEX","TUV",2012,,"45.0.0"
"WOMEN.INDEX","TUV",2013,,"45.0.0"
"WOMEN.INDEX","TUV",2014,,"45.0.0"
"WOMEN.INDEX","TUV",2015,,"45.0.0"
"WOMEN.INDEX","TUV",2016,,"45.0.0"
"WOMEN.INDEX","TUV",2017,,"45.0.0"
"WOMEN.INDEX","TUV",2018,,"45.0.0"
"WOMEN.INDEX","TUV",2019,,"45.0.0"
"WOMEN.INDEX","TUV",2020,,"45.0.0"
"WOMEN.INDEX","TUV",2021,,"45.0.0"
"WOMEN.INDEX","TUV",2022,,"45.0.0"
"WOMEN.INDEX","TUV",2023,,"45.0.0"
"WOMEN.INDEX","TUV",2024,,"45.0.0"
"WOMEN.INDEX","TWN",2010,87.9,"45.0.0"
"WOMEN.INDEX","TWN",2011,87.6,"45.0.0"
"WOMEN.INDEX","TWN",2012,87.8,"45.0.0"
"WOMEN.INDEX","TWN",2013,89.8,"45.0.0"
"WOMEN.INDEX","TWN",2014,90.1,"45.0.0"
"WOMEN.INDEX","TWN",2015,90.1,"45.0.0"
"WOMEN.INDEX","TWN",2016,89.6,"45.0.0"
"WOMEN.INDEX","TWN",2017,89.8,"45.0.0"
"WOMEN.INDEX","TWN",2018,89.7,"45.0.0"
"WOMEN.INDEX","TWN",2019,90.7,"45.0.0"
"WOMEN.INDEX","TWN",2020,90.9,"45.0.0"
"WOMEN.INDEX","TWN",2021,90.6,"45.0.0"
"WOMEN.INDEX","TWN",2022,91.2,"45.0.0"
"WOMEN.INDEX","TWN",2023,90.7,"45.0.0"
"WOMEN.INDEX","TWN",2024,,"45.0.0"
"WOMEN.INDEX","TZA",2010,81.8,"45.0.0"
"WOMEN.INDEX","TZA",2011,81.8,"45.0.0"
"WOMEN.INDEX","TZA",2012,81.8,"45.0.0"
"WOMEN.INDEX","TZA",2013,81.5,"45.0.0"
"WOMEN.INDEX","TZA",2014,81.6,"45.0.0"
"WOMEN.INDEX","TZA",2015,80.9,"45.0.0"
"WOMEN.INDEX","TZA",2016,81,"45.0.0"
"WOMEN.INDEX","TZA",2017,81.5,"45.0.0"
"WOMEN.INDEX","TZA",2018,82.1,"45.0.0"
"WOMEN.INDEX","TZA",2019,78.9,"45.0.0"
"WOMEN.INDEX","TZA",2020,79.4,"45.0.0"
"WOMEN.INDEX","TZA",2021,81.9,"45.0.0"
"WOMEN.INDEX","TZA",2022,83.8,"45.0.0"
"WOMEN.INDEX","TZA",2023,84.7,"45.0.0"
"WOMEN.INDEX","TZA",2024,,"45.0.0"
"WOMEN.INDEX","UGA",2010,79.9,"45.0.0"
"WOMEN.INDEX","UGA",2011,80.1,"45.0.0"
"WOMEN.INDEX","UGA",2012,81.1,"45.0.0"
"WOMEN.INDEX","UGA",2013,81.8,"45.0.0"
"WOMEN.INDEX","UGA",2014,80.7,"45.0.0"
"WOMEN.INDEX","UGA",2015,77.5,"45.0.0"
"WOMEN.INDEX","UGA",2016,79.9,"45.0.0"
"WOMEN.INDEX","UGA",2017,77.8,"45.0.0"
"WOMEN.INDEX","UGA",2018,76.9,"45.0.0"
"WOMEN.INDEX","UGA",2019,75.8,"45.0.0"
"WOMEN.INDEX","UGA",2020,69,"45.0.0"
"WOMEN.INDEX","UGA",2021,69.1,"45.0.0"
"WOMEN.INDEX","UGA",2022,69.4,"45.0.0"
"WOMEN.INDEX","UGA",2023,67.8,"45.0.0"
"WOMEN.INDEX","UGA",2024,,"45.0.0"
"WOMEN.INDEX","UKR",2010,83.8,"45.0.0"
"WOMEN.INDEX","UKR",2011,83.3,"45.0.0"
"WOMEN.INDEX","UKR",2012,84,"45.0.0"
"WOMEN.INDEX","UKR",2013,84.9,"45.0.0"
"WOMEN.INDEX","UKR",2014,81.2,"45.0.0"
"WOMEN.INDEX","UKR",2015,82,"45.0.0"
"WOMEN.INDEX","UKR",2016,82.9,"45.0.0"
"WOMEN.INDEX","UKR",2017,82,"45.0.0"
"WOMEN.INDEX","UKR",2018,82.6,"45.0.0"
"WOMEN.INDEX","UKR",2019,85.4,"45.0.0"
"WOMEN.INDEX","UKR",2020,87.6,"45.0.0"
"WOMEN.INDEX","UKR",2021,88.5,"45.0.0"
"WOMEN.INDEX","UKR",2022,87.5,"45.0.0"
"WOMEN.INDEX","UKR",2023,88.8,"45.0.0"
"WOMEN.INDEX","UKR",2024,,"45.0.0"
"WOMEN.INDEX","URY",2010,88.9,"45.0.0"
"WOMEN.INDEX","URY",2011,88.6,"45.0.0"
"WOMEN.INDEX","URY",2012,88.4,"45.0.0"
"WOMEN.INDEX","URY",2013,88.4,"45.0.0"
"WOMEN.INDEX","URY",2014,90.4,"45.0.0"
"WOMEN.INDEX","URY",2015,90.5,"45.0.0"
"WOMEN.INDEX","URY",2016,90.1,"45.0.0"
"WOMEN.INDEX","URY",2017,89.9,"45.0.0"
"WOMEN.INDEX","URY",2018,90.6,"45.0.0"
"WOMEN.INDEX","URY",2019,91,"45.0.0"
"WOMEN.INDEX","URY",2020,90.5,"45.0.0"
"WOMEN.INDEX","URY",2021,89.1,"45.0.0"
"WOMEN.INDEX","URY",2022,89.2,"45.0.0"
"WOMEN.INDEX","URY",2023,88.7,"45.0.0"
"WOMEN.INDEX","URY",2024,,"45.0.0"
"WOMEN.INDEX","USA",2010,89.9,"45.0.0"
"WOMEN.INDEX","USA",2011,89.6,"45.0.0"
"WOMEN.INDEX","USA",2012,89.7,"45.0.0"
"WOMEN.INDEX","USA",2013,90.3,"45.0.0"
"WOMEN.INDEX","USA",2014,90.3,"45.0.0"
"WOMEN.INDEX","USA",2015,89.9,"45.0.0"
"WOMEN.INDEX","USA",2016,90.2,"45.0.0"
"WOMEN.INDEX","USA",2017,88.6,"45.0.0"
"WOMEN.INDEX","USA",2018,89.5,"45.0.0"
"WOMEN.INDEX","USA",2019,88.9,"45.0.0"
"WOMEN.INDEX","USA",2020,90.2,"45.0.0"
"WOMEN.INDEX","USA",2021,90,"45.0.0"
"WOMEN.INDEX","USA",2022,90.2,"45.0.0"
"WOMEN.INDEX","USA",2023,89.4,"45.0.0"
"WOMEN.INDEX","USA",2024,,"45.0.0"
"WOMEN.INDEX","UZB",2010,51.2,"45.0.0"
"WOMEN.INDEX","UZB",2011,50.6,"45.0.0"
"WOMEN.INDEX","UZB",2012,51.1,"45.0.0"
"WOMEN.INDEX","UZB",2013,53.1,"45.0.0"
"WOMEN.INDEX","UZB",2014,49.9,"45.0.0"
"WOMEN.INDEX","UZB",2015,49.8,"45.0.0"
"WOMEN.INDEX","UZB",2016,49.9,"45.0.0"
"WOMEN.INDEX","UZB",2017,53.3,"45.0.0"
"WOMEN.INDEX","UZB",2018,57.8,"45.0.0"
"WOMEN.INDEX","UZB",2019,64.3,"45.0.0"
"WOMEN.INDEX","UZB",2020,64.1,"45.0.0"
"WOMEN.INDEX","UZB",2021,62.8,"45.0.0"
"WOMEN.INDEX","UZB",2022,64.2,"45.0.0"
"WOMEN.INDEX","UZB",2023,65.4,"45.0.0"
"WOMEN.INDEX","UZB",2024,,"45.0.0"
"WOMEN.INDEX","VCT",2010,,"45.0.0"
"WOMEN.INDEX","VCT",2011,,"45.0.0"
"WOMEN.INDEX","VCT",2012,,"45.0.0"
"WOMEN.INDEX","VCT",2013,,"45.0.0"
"WOMEN.INDEX","VCT",2014,,"45.0.0"
"WOMEN.INDEX","VCT",2015,,"45.0.0"
"WOMEN.INDEX","VCT",2016,,"45.0.0"
"WOMEN.INDEX","VCT",2017,,"45.0.0"
"WOMEN.INDEX","VCT",2018,,"45.0.0"
"WOMEN.INDEX","VCT",2019,,"45.0.0"
"WOMEN.INDEX","VCT",2020,,"45.0.0"
"WOMEN.INDEX","VCT",2021,,"45.0.0"
"WOMEN.INDEX","VCT",2022,,"45.0.0"
"WOMEN.INDEX","VCT",2023,,"45.0.0"
"WOMEN.INDEX","VCT",2024,,"45.0.0"
"WOMEN.INDEX","VEN",2010,83.9,"45.0.0"
"WOMEN.INDEX","VEN",2011,82.9,"45.0.0"
"WOMEN.INDEX","VEN",2012,82.8,"45.0.0"
"WOMEN.INDEX","VEN",2013,82.1,"45.0.0"
"WOMEN.INDEX","VEN",2014,81.2,"45.0.0"
"WOMEN.INDEX","VEN",2015,78.8,"45.0.0"
"WOMEN.INDEX","VEN",2016,79.4,"45.0.0"
"WOMEN.INDEX","VEN",2017,76.4,"45.0.0"
"WOMEN.INDEX","VEN",2018,75,"45.0.0"
"WOMEN.INDEX","VEN",2019,73.9,"45.0.0"
"WOMEN.INDEX","VEN",2020,75.5,"45.0.0"
"WOMEN.INDEX","VEN",2021,75.9,"45.0.0"
"WOMEN.INDEX","VEN",2022,75.9,"45.0.0"
"WOMEN.INDEX","VEN",2023,78.3,"45.0.0"
"WOMEN.INDEX","VEN",2024,,"45.0.0"
"WOMEN.INDEX","VGB",2010,,"45.0.0"
"WOMEN.INDEX","VGB",2011,,"45.0.0"
"WOMEN.INDEX","VGB",2012,,"45.0.0"
"WOMEN.INDEX","VGB",2013,,"45.0.0"
"WOMEN.INDEX","VGB",2014,,"45.0.0"
"WOMEN.INDEX","VGB",2015,,"45.0.0"
"WOMEN.INDEX","VGB",2016,,"45.0.0"
"WOMEN.INDEX","VGB",2017,,"45.0.0"
"WOMEN.INDEX","VGB",2018,,"45.0.0"
"WOMEN.INDEX","VGB",2019,,"45.0.0"
"WOMEN.INDEX","VGB",2020,,"45.0.0"
"WOMEN.INDEX","VGB",2021,,"45.0.0"
"WOMEN.INDEX","VGB",2022,,"45.0.0"
"WOMEN.INDEX","VGB",2023,,"45.0.0"
"WOMEN.INDEX","VGB",2024,,"45.0.0"
"WOMEN.INDEX","VIR",2010,,"45.0.0"
"WOMEN.INDEX","VIR",2011,,"45.0.0"
"WOMEN.INDEX","VIR",2012,,"45.0.0"
"WOMEN.INDEX","VIR",2013,,"45.0.0"
"WOMEN.INDEX","VIR",2014,,"45.0.0"
"WOMEN.INDEX","VIR",2015,,"45.0.0"
"WOMEN.INDEX","VIR",2016,,"45.0.0"
"WOMEN.INDEX","VIR",2017,,"45.0.0"
"WOMEN.INDEX","VIR",2018,,"45.0.0"
"WOMEN.INDEX","VIR",2019,,"45.0.0"
"WOMEN.INDEX","VIR",2020,,"45.0.0"
"WOMEN.INDEX","VIR",2021,,"45.0.0"
"WOMEN.INDEX","VIR",2022,,"45.0.0"
"WOMEN.INDEX","VIR",2023,,"45.0.0"
"WOMEN.INDEX","VIR",2024,,"45.0.0"
"WOMEN.INDEX","VNM",2010,74.9,"45.0.0"
"WOMEN.INDEX","VNM",2011,74.7,"45.0.0"
"WOMEN.INDEX","VNM",2012,74.9,"45.0.0"
"WOMEN.INDEX","VNM",2013,74.5,"45.0.0"
"WOMEN.INDEX","VNM",2014,74.4,"45.0.0"
"WOMEN.INDEX","VNM",2015,74.4,"45.0.0"
"WOMEN.INDEX","VNM",2016,74.9,"45.0.0"
"WOMEN.INDEX","VNM",2017,75,"45.0.0"
"WOMEN.INDEX","VNM",2018,73.9,"45.0.0"
"WOMEN.INDEX","VNM",2019,74.6,"45.0.0"
"WOMEN.INDEX","VNM",2020,69.9,"45.0.0"
"WOMEN.INDEX","VNM",2021,70.9,"45.0.0"
"WOMEN.INDEX","VNM",2022,72,"45.0.0"
"WOMEN.INDEX","VNM",2023,74.8,"45.0.0"
"WOMEN.INDEX","VNM",2024,,"45.0.0"
"WOMEN.INDEX","VUT",2010,68.4,"45.0.0"
"WOMEN.INDEX","VUT",2011,68.4,"45.0.0"
"WOMEN.INDEX","VUT",2012,65.9,"45.0.0"
"WOMEN.INDEX","VUT",2013,65.9,"45.0.0"
"WOMEN.INDEX","VUT",2014,65.9,"45.0.0"
"WOMEN.INDEX","VUT",2015,66.4,"45.0.0"
"WOMEN.INDEX","VUT",2016,66.4,"45.0.0"
"WOMEN.INDEX","VUT",2017,62.5,"45.0.0"
"WOMEN.INDEX","VUT",2018,63.7,"45.0.0"
"WOMEN.INDEX","VUT",2019,62.8,"45.0.0"
"WOMEN.INDEX","VUT",2020,61.6,"45.0.0"
"WOMEN.INDEX","VUT",2021,64.3,"45.0.0"
"WOMEN.INDEX","VUT",2022,68.3,"45.0.0"
"WOMEN.INDEX","VUT",2023,69.6,"45.0.0"
"WOMEN.INDEX","VUT",2024,,"45.0.0"
"WOMEN.INDEX","WSM",2010,,"45.0.0"
"WOMEN.INDEX","WSM",2011,,"45.0.0"
"WOMEN.INDEX","WSM",2012,,"45.0.0"
"WOMEN.INDEX","WSM",2013,,"45.0.0"
"WOMEN.INDEX","WSM",2014,,"45.0.0"
"WOMEN.INDEX","WSM",2015,,"45.0.0"
"WOMEN.INDEX","WSM",2016,,"45.0.0"
"WOMEN.INDEX","WSM",2017,,"45.0.0"
"WOMEN.INDEX","WSM",2018,,"45.0.0"
"WOMEN.INDEX","WSM",2019,,"45.0.0"
"WOMEN.INDEX","WSM",2020,,"45.0.0"
"WOMEN.INDEX","WSM",2021,,"45.0.0"
"WOMEN.INDEX","WSM",2022,,"45.0.0"
"WOMEN.INDEX","WSM",2023,,"45.0.0"
"WOMEN.INDEX","WSM",2024,,"45.0.0"
"WOMEN.INDEX","XKX",2010,,"45.0.0"
"WOMEN.INDEX","XKX",2011,,"45.0.0"
"WOMEN.INDEX","XKX",2012,,"45.0.0"
"WOMEN.INDEX","XKX",2013,71.1,"45.0.0"
"WOMEN.INDEX","XKX",2014,70.7,"45.0.0"
"WOMEN.INDEX","XKX",2015,71.3,"45.0.0"
"WOMEN.INDEX","XKX",2016,,"45.0.0"
"WOMEN.INDEX","XKX",2017,67.9,"45.0.0"
"WOMEN.INDEX","XKX",2018,75.3,"45.0.0"
"WOMEN.INDEX","XKX",2019,75.4,"45.0.0"
"WOMEN.INDEX","XKX",2020,76,"45.0.0"
"WOMEN.INDEX","XKX",2021,77,"45.0.0"
"WOMEN.INDEX","XKX",2022,77.2,"45.0.0"
"WOMEN.INDEX","XKX",2023,76.5,"45.0.0"
"WOMEN.INDEX","XKX",2024,,"45.0.0"
"WOMEN.INDEX","YEM",2010,24.3,"45.0.0"
"WOMEN.INDEX","YEM",2011,27.1,"45.0.0"
"WOMEN.INDEX","YEM",2012,29.2,"45.0.0"
"WOMEN.INDEX","YEM",2013,27.8,"45.0.0"
"WOMEN.INDEX","YEM",2014,21.5,"45.0.0"
"WOMEN.INDEX","YEM",2015,15.9,"45.0.0"
"WOMEN.INDEX","YEM",2016,16.1,"45.0.0"
"WOMEN.INDEX","YEM",2017,13.8,"45.0.0"
"WOMEN.INDEX","YEM",2018,15.2,"45.0.0"
"WOMEN.INDEX","YEM",2019,14.2,"45.0.0"
"WOMEN.INDEX","YEM",2020,13.2,"45.0.0"
"WOMEN.INDEX","YEM",2021,16.1,"45.0.0"
"WOMEN.INDEX","YEM",2022,16.4,"45.0.0"
"WOMEN.INDEX","YEM",2023,18,"45.0.0"
"WOMEN.INDEX","YEM",2024,,"45.0.0"
"WOMEN.INDEX","ZAF",2010,88.8,"45.0.0"
"WOMEN.INDEX","ZAF",2011,89.1,"45.0.0"
"WOMEN.INDEX","ZAF",2012,89.1,"45.0.0"
"WOMEN.INDEX","ZAF",2013,86.3,"45.0.0"
"WOMEN.INDEX","ZAF",2014,86.2,"45.0.0"
"WOMEN.INDEX","ZAF",2015,86.9,"45.0.0"
"WOMEN.INDEX","ZAF",2016,87,"45.0.0"
"WOMEN.INDEX","ZAF",2017,86.2,"45.0.0"
"WOMEN.INDEX","ZAF",2018,85.7,"45.0.0"
"WOMEN.INDEX","ZAF",2019,85.9,"45.0.0"
"WOMEN.INDEX","ZAF",2020,82.8,"45.0.0"
"WOMEN.INDEX","ZAF",2021,83.7,"45.0.0"
"WOMEN.INDEX","ZAF",2022,83.9,"45.0.0"
"WOMEN.INDEX","ZAF",2023,82.6,"45.0.0"
"WOMEN.INDEX","ZAF",2024,,"45.0.0"
"WOMEN.INDEX","ZMB",2010,69.8,"45.0.0"
"WOMEN.INDEX","ZMB",2011,68.9,"45.0.0"
"WOMEN.INDEX","ZMB",2012,69.4,"45.0.0"
"WOMEN.INDEX","ZMB",2013,68.4,"45.0.0"
"WOMEN.INDEX","ZMB",2014,69.6,"45.0.0"
"WOMEN.INDEX","ZMB",2015,69.7,"45.0.0"
"WOMEN.INDEX","ZMB",2016,71.9,"45.0.0"
"WOMEN.INDEX","ZMB",2017,74.9,"45.0.0"
"WOMEN.INDEX","ZMB",2018,74.8,"45.0.0"
"WOMEN.INDEX","ZMB",2019,75.4,"45.0.0"
"WOMEN.INDEX","ZMB",2020,74.2,"45.0.0"
"WOMEN.INDEX","ZMB",2021,75.8,"45.0.0"
"WOMEN.INDEX","ZMB",2022,79.6,"45.0.0"
"WOMEN.INDEX","ZMB",2023,79.6,"45.0.0"
"WOMEN.INDEX","ZMB",2024,,"45.0.0"
"WOMEN.INDEX","ZWE",2010,75.3,"45.0.0"
"WOMEN.INDEX","ZWE",2011,74.5,"45.0.0"
"WOMEN.INDEX","ZWE",2012,74.5,"45.0.0"
"WOMEN.INDEX","ZWE",2013,78.6,"45.0.0"
"WOMEN.INDEX","ZWE",2014,79.4,"45.0.0"
"WOMEN.INDEX","ZWE",2015,79.5,"45.0.0"
"WOMEN.INDEX","ZWE",2016,79.4,"45.0.0"
"WOMEN.INDEX","ZWE",2017,78.8,"45.0.0"
"WOMEN.INDEX","ZWE",2018,78.7,"45.0.0"
"WOMEN.INDEX","ZWE",2019,78.9,"45.0.0"
"WOMEN.INDEX","ZWE",2020,81.1,"45.0.0"
"WOMEN.INDEX","ZWE",2021,78.6,"45.0.0"
"WOMEN.INDEX","ZWE",2022,77.7,"45.0.0"
"WOMEN.INDEX","ZWE",2023,70,"45.0.0"
"WOMEN.INDEX","ZWE",2024,,"45.0.0"
"ELEC_SUP_PC","ABW",2010,9.39129392492559,"47.0.0"
"ELEC_SUP_PC","ABW",2011,9.21460472762203,"47.0.0"
"ELEC_SUP_PC","ABW",2012,8.98656682684276,"47.0.0"
"ELEC_SUP_PC","ABW",2013,9.04951344605004,"47.0.0"
"ELEC_SUP_PC","ABW",2014,8.86666731158039,"47.0.0"
"ELEC_SUP_PC","ABW",2015,8.94210243415496,"47.0.0"
