"","iso3c","year","SN.ITK.SVFI.ZS"
"1","AFG",1999,26.7
"2","AFG",2000,27.3
"3","AFG",2001,22.3
"4","AFG",2002,24.1
"5","AFG",2003,25
"6","AFG",2004,21.9
"7","AFG",2005,18.8
"8","AFG",2006,17.7
"9","AFG",2007,15.5
"10","AFG",2008,14.9
"11","AFG",2009,13.1
"12","AFG",2010,12.6
"13","AFG",2011,13.2
"14","AFG",2012,14.5
"15","AFG",2013,15.2
"16","AFG",2014,15.1
"17","AFG",2015,14.8
"18","AFG",2016,15.1
"19","AFG",2017,17.3
"20","AFG",2018,17.3
"21","AFG",2019,19.8
"22","AFG",2020,22.6
"23","AFG",2021,28.4
"24","AFG",2022,30.6
"25","AFG",2023,31
"26","AFG",2024,31.8
"27","ALB",1999,12.9
"28","ALB",2000,12.6
"29","ALB",2001,12.4
"30","ALB",2002,12.3
"31","ALB",2003,12.1
"32","ALB",2004,11.5
"33","ALB",2005,11.5
"34","ALB",2006,11.3
"35","ALB",2007,11.1
"36","ALB",2008,10.8
"37","ALB",2009,10.6
"38","ALB",2010,10.5
"39","ALB",2011,10.2
"40","ALB",2012,10
"41","ALB",2013,9.9
"42","ALB",2014,9.9
"43","ALB",2015,10
"44","ALB",2016,10.5
"45","ALB",2017,11
"46","ALB",2018,10
"47","ALB",2019,8.8
"48","ALB",2020,7.7
"49","ALB",2021,7.5
"50","ALB",2022,8.2
"51","ALB",2023,8.4
"52","ALB",2024,8
"53","DZA",1999,11.4
"54","DZA",2000,13
"55","DZA",2001,12.7
"56","DZA",2002,12.9
"57","DZA",2003,13
"58","DZA",2004,14.5
"59","DZA",2005,15
"60","DZA",2006,15
"61","DZA",2007,15
"62","DZA",2008,15
"63","DZA",2009,14.3
"64","DZA",2010,14.4
"65","DZA",2011,14.2
"66","DZA",2012,14.1
"67","DZA",2013,13.4
"68","DZA",2014,13.5
"69","DZA",2015,13
"70","DZA",2016,12.7
"71","DZA",2017,11.4
"72","DZA",2018,9.3
"73","DZA",2019,6.9
"74","DZA",2020,6.2
"75","DZA",2021,5.6
"76","DZA",2022,5.6
"77","DZA",2023,4.9
"78","DZA",2024,5.1
"79","AND",1999,1.7
"80","AND",2000,1.5
"81","AND",2001,1.7
"82","AND",2002,1.7
"83","AND",2003,1.8
"84","AND",2004,2
"85","AND",2005,2
"86","AND",2006,2
"87","AND",2007,2
"88","AND",2008,1.7
"89","AND",2009,1.8
"90","AND",2010,1.9
"91","AND",2011,2
"92","AND",2012,2.1
"93","AND",2013,2
"94","AND",2014,1.9
"95","AND",2015,1.8
"96","AND",2016,1.7
"97","AND",2017,1.6
"98","AND",2018,1.5
"99","AND",2019,1.5
"100","AND",2020,1.7
"101","AND",2021,1.4
"102","AND",2022,1.5
"103","AND",2023,1.6
"104","AND",2024,1.6
"105","AGO",1999,19.6
"106","AGO",2000,19.1
"107","AGO",2001,19.9
"108","AGO",2002,19.2
"109","AGO",2003,19
"110","AGO",2004,18.4
"111","AGO",2005,18.3
"112","AGO",2006,17
"113","AGO",2007,16.7
"114","AGO",2008,16.8
"115","AGO",2009,18
"116","AGO",2010,18.8
"117","AGO",2011,19.8
"118","AGO",2012,19.7
"119","AGO",2013,19.9
"120","AGO",2014,20.1
"121","AGO",2015,21
"122","AGO",2016,21.7
"123","AGO",2017,23.8
"124","AGO",2018,25.8
"125","AGO",2019,26.9
"126","AGO",2020,30.4
"127","AGO",2021,31.2
"128","AGO",2022,31.9
"129","AGO",2023,28.4
"130","AGO",2024,28
"131","ATG",1999,8.7
"132","ATG",2000,8.5
"133","ATG",2001,8.4
"134","ATG",2002,8.4
"135","ATG",2003,8.3
"136","ATG",2004,8.2
"137","ATG",2005,7.9
"138","ATG",2006,6.5
"139","ATG",2007,6.5
"140","ATG",2008,6.2
"141","ATG",2009,6.7
"142","ATG",2010,7.8
"143","ATG",2011,7.7
"144","ATG",2012,6.3
"145","ATG",2013,6.2
"146","ATG",2014,6.2
"147","ATG",2015,5.8
"148","ATG",2016,5.9
"149","ATG",2017,5.8
"150","ATG",2018,4
"151","ATG",2019,3.9
"152","ATG",2020,4.8
"153","ATG",2021,3.4
"154","ATG",2022,3.4
"155","ATG",2023,3.4
"156","ATG",2024,3.2
"157","ARG",1999,10.6
"158","ARG",2000,10.7
"159","ARG",2001,11.6
"160","ARG",2002,11.7
"161","ARG",2003,10.9
"162","ARG",2004,11
"163","ARG",2005,11
"164","ARG",2006,10.6
"165","ARG",2007,10.1
"166","ARG",2008,9.8
"167","ARG",2009,10.3
"168","ARG",2010,8.6
"169","ARG",2011,6.4
"170","ARG",2012,6.6
"171","ARG",2013,5.2
"172","ARG",2014,4.4
"173","ARG",2015,5.8
"174","ARG",2016,8.6
"175","ARG",2017,11.2
"176","ARG",2018,12.9
"177","ARG",2019,12.6
"178","ARG",2020,13
"179","ARG",2021,13.1
"180","ARG",2022,13.1
"181","ARG",2023,12.3
"182","ARG",2024,12.7
"183","ARM",1999,11.2
"184","ARM",2000,10.3
"185","ARM",2001,10.7
"186","ARM",2002,9.3
"187","ARM",2003,9.1
"188","ARM",2004,7.6
"189","ARM",2005,7.2
"190","ARM",2006,8
"191","ARM",2007,6.5
"192","ARM",2008,5.1
"193","ARM",2009,3
"194","ARM",2010,2.6
"195","ARM",2011,2.1
"196","ARM",2012,2.2
"197","ARM",2013,2.1
"198","ARM",2014,1.7
"199","ARM",2015,1.5
"200","ARM",2016,1.4
"201","ARM",2017,1.2
"202","ARM",2018,1.1
"203","ARM",2019,0.8
"204","ARM",2020,0.5
"205","ARM",2021,0.5
"206","ARM",2022,0.5
"207","ARM",2023,0.5
"208","ARM",2024,0.5
"209","AUS",1999,2.8
"210","AUS",2000,2.8
"211","AUS",2001,3
"212","AUS",2002,3
"213","AUS",2003,2.8
"214","AUS",2004,2.8
"215","AUS",2005,2.8
"216","AUS",2006,2.7
"217","AUS",2007,2.8
"218","AUS",2008,2.9
"219","AUS",2009,2.8
"220","AUS",2010,2.8
"221","AUS",2011,2.9
"222","AUS",2012,3
"223","AUS",2013,3.1
"224","AUS",2014,3.1
"225","AUS",2015,2.8
"226","AUS",2016,3.4
"227","AUS",2017,3.6
"228","AUS",2018,3.8
"229","AUS",2019,3.3
"230","AUS",2020,3.6
"231","AUS",2021,3.4
"232","AUS",2022,4.2
"233","AUS",2023,3.7
"234","AUS",2024,4
"235","AUT",1999,1.1
"236","AUT",2000,1
"237","AUT",2001,1.1
"238","AUT",2002,1.1
"239","AUT",2003,1.2
"240","AUT",2004,1.1
"241","AUT",2005,1.1
"242","AUT",2006,1.1
"243","AUT",2007,1.1
"244","AUT",2008,1.2
"245","AUT",2009,1.2
"246","AUT",2010,1.2
"247","AUT",2011,1.2
"248","AUT",2012,1.3
"249","AUT",2013,1.1
"250","AUT",2014,1.1
"251","AUT",2015,1.1
"252","AUT",2016,1.2
"253","AUT",2017,1.1
"254","AUT",2018,1.1
"255","AUT",2019,0.9
"256","AUT",2020,1.3
"257","AUT",2021,1.6
"258","AUT",2022,1.8
"259","AUT",2023,1.5
"260","AUT",2024,1.4
"261","AZE",1999,10
"262","AZE",2000,10
"263","AZE",2001,10.1
"264","AZE",2002,8.4
"265","AZE",2003,7.9
"266","AZE",2004,7.7
"267","AZE",2005,9.3
"268","AZE",2006,8.5
"269","AZE",2007,7.5
"270","AZE",2008,6.4
"271","AZE",2009,5.7
"272","AZE",2010,1.8
"273","AZE",2011,1.3
"274","AZE",2012,1.1
"275","AZE",2013,0.8
"276","AZE",2014,0.4
"277","AZE",2015,0.5
"278","AZE",2016,0.5
"279","AZE",2017,0.5
"280","AZE",2018,0.5
"281","AZE",2019,0.5
"282","AZE",2020,0.5
"283","AZE",2021,0.5
"284","AZE",2022,0.7
"285","AZE",2023,1.3
"286","AZE",2024,1.1
"287","BHS",1999,4.2
"288","BHS",2000,4.1
"289","BHS",2001,4.1
"290","BHS",2002,4
"291","BHS",2003,4.2
"292","BHS",2004,4.2
"293","BHS",2005,3.9
"294","BHS",2006,3.6
"295","BHS",2007,3.4
"296","BHS",2008,3.6
"297","BHS",2009,3.6
"298","BHS",2010,3.6
"299","BHS",2011,3.5
"300","BHS",2012,3.2
"301","BHS",2013,3.1
"302","BHS",2014,3.1
"303","BHS",2015,2.9
"304","BHS",2016,2.9
"305","BHS",2017,2.8
"306","BHS",2018,2.8
"307","BHS",2019,4.7
"308","BHS",2020,3.4
"309","BHS",2021,3.4
"310","BHS",2022,3.4
"311","BHS",2023,2.9
"312","BHS",2024,3
"313","BHR",1999,1.6
"314","BHR",2000,1.6
"315","BHR",2001,1.3
"316","BHR",2002,1.1
"317","BHR",2003,1.5
"318","BHR",2004,1.5
"319","BHR",2005,1.5
"320","BHR",2006,1.6
"321","BHR",2007,1.5
"322","BHR",2008,1.4
"323","BHR",2009,1.4
"324","BHR",2010,1.4
"325","BHR",2011,1.4
"326","BHR",2012,1.2
"327","BHR",2013,1.4
"328","BHR",2014,1.5
"329","BHR",2015,1.1
"330","BHR",2016,1.2
"331","BHR",2017,1.1
"332","BHR",2018,1.1
"333","BHR",2019,1.2
"334","BHR",2020,1.6
"335","BHR",2021,1.8
"336","BHR",2022,1.6
"337","BHR",2023,1.5
"338","BHR",2024,1.6
"339","BGD",1999,16.8
"340","BGD",2000,16.2
"341","BGD",2001,16.1
"342","BGD",2002,15.7
"343","BGD",2003,15.5
"344","BGD",2004,14.7
"345","BGD",2005,14.4
"346","BGD",2006,14.4
"347","BGD",2007,14.6
"348","BGD",2008,14.6
"349","BGD",2009,14.7
"350","BGD",2010,14.9
"351","BGD",2011,14.9
"352","BGD",2012,14.8
"353","BGD",2013,14.8
"354","BGD",2014,14.7
"355","BGD",2015,14
"356","BGD",2016,11.8
"357","BGD",2017,11.3
"358","BGD",2018,11.1
"359","BGD",2019,10.8
"360","BGD",2020,11.2
"361","BGD",2021,10.9
"362","BGD",2022,11
"363","BGD",2023,11.2
"364","BGD",2024,11.2
"365","BRB",1999,8.7
"366","BRB",2000,8.7
"367","BRB",2001,8.6
"368","BRB",2002,8.5
"369","BRB",2003,8.2
"370","BRB",2004,8.1
"371","BRB",2005,8
"372","BRB",2006,7.8
"373","BRB",2007,7.6
"374","BRB",2008,7.5
"375","BRB",2009,7.4
"376","BRB",2010,6.8
"377","BRB",2011,7.4
"378","BRB",2012,7.3
"379","BRB",2013,7.2
"380","BRB",2014,7.2
"381","BRB",2015,7.4
"382","BRB",2016,7.5
"383","BRB",2017,7.2
"384","BRB",2018,6.9
"385","BRB",2019,7
"386","BRB",2020,7.4
"387","BRB",2021,7.4
"388","BRB",2022,7.4
"389","BRB",2023,7.1
"390","BRB",2024,6.9
"391","BLR",1999,11.5
"392","BLR",2000,12.1
"393","BLR",2001,10.5
"394","BLR",2002,9.6
"395","BLR",2003,10.3
"396","BLR",2004,11.7
"397","BLR",2005,12.3
"398","BLR",2006,14.3
"399","BLR",2007,13.5
"400","BLR",2008,13
"401","BLR",2009,11.5
"402","BLR",2010,10.3
"403","BLR",2011,9.5
"404","BLR",2012,7
"405","BLR",2013,1.8
"406","BLR",2014,0.9
"407","BLR",2015,0.5
"408","BLR",2016,0.4
"409","BLR",2017,0.6
"410","BLR",2018,0.3
"411","BLR",2019,0.5
"412","BLR",2020,0.5
"413","BLR",2021,0.5
"414","BLR",2022,0.5
"415","BLR",2023,0.5
"416","BLR",2024,1
"417","BEL",1999,1
"418","BEL",2000,0.4
"419","BEL",2001,0.6
"420","BEL",2002,0.7
"421","BEL",2003,0.5
"422","BEL",2004,0.5
"423","BEL",2005,0.4
"424","BEL",2006,0.3
"425","BEL",2007,0.3
"426","BEL",2008,0.3
"427","BEL",2009,0.4
"428","BEL",2010,0.2
"429","BEL",2011,0.1
"430","BEL",2012,0.1
"431","BEL",2013,0.1
"432","BEL",2014,0.1
"433","BEL",2015,0.5
"434","BEL",2016,0.5
"435","BEL",2017,0.6
"436","BEL",2018,0.8
"437","BEL",2019,1.1
"438","BEL",2020,1.3
"439","BEL",2021,1.5
"440","BEL",2022,2
"441","BEL",2023,2.4
"442","BEL",2024,2.1
"443","BLZ",1999,12.7
"444","BLZ",2000,13.1
"445","BLZ",2001,12.8
"446","BLZ",2002,12.9
"447","BLZ",2003,12.7
"448","BLZ",2004,12.2
"449","BLZ",2005,11.6
"450","BLZ",2006,11.8
"451","BLZ",2007,11.4
"452","BLZ",2008,11.7
"453","BLZ",2009,11.3
"454","BLZ",2010,11.2
"455","BLZ",2011,10.9
"456","BLZ",2012,10.1
"457","BLZ",2013,9.7
"458","BLZ",2014,7.5
"459","BLZ",2015,6.9
"460","BLZ",2016,6.4
"461","BLZ",2017,6.4
"462","BLZ",2018,6.1
"463","BLZ",2019,6
"464","BLZ",2020,6
"465","BLZ",2021,5.9
"466","BLZ",2022,5.8
"467","BLZ",2023,6
"468","BLZ",2024,6
"469","BEN",1999,12.8
"470","BEN",2000,13
"471","BEN",2001,12.7
"472","BEN",2002,12.6
"473","BEN",2003,12.9
"474","BEN",2004,13
"475","BEN",2005,13
"476","BEN",2006,12.7
"477","BEN",2007,12.7
"478","BEN",2008,11.6
"479","BEN",2009,11.8
"480","BEN",2010,11.5
"481","BEN",2011,11.9
"482","BEN",2012,11.1
"483","BEN",2013,9.4
"484","BEN",2014,8.2
"485","BEN",2015,10.4
"486","BEN",2016,13.1
"487","BEN",2017,14.4
"488","BEN",2018,14.8
"489","BEN",2019,14.7
"490","BEN",2020,14.5
"491","BEN",2021,15.4
"492","BEN",2022,15.8
"493","BEN",2023,15
"494","BEN",2024,15.2
"495","BTN",1999,15.7
"496","BTN",2000,15.3
"497","BTN",2001,15.4
"498","BTN",2002,15
"499","BTN",2003,14.7
"500","BTN",2004,15.3
"501","BTN",2005,14.9
"502","BTN",2006,14.9
"503","BTN",2007,14.3
"504","BTN",2008,14.3
"505","BTN",2009,14.3
"506","BTN",2010,14.8
"507","BTN",2011,14.8
"508","BTN",2012,14.8
"509","BTN",2013,14.7
"510","BTN",2014,14.6
"511","BTN",2015,14.5
"512","BTN",2016,14.2
"513","BTN",2017,14.1
"514","BTN",2018,14
"515","BTN",2019,13.9
"516","BTN",2020,14
"517","BTN",2021,13.9
"518","BTN",2022,13.8
"519","BTN",2023,13.5
"520","BTN",2024,13.5
"521","BOL",1999,12.8
"522","BOL",2000,13.1
"523","BOL",2001,12.5
"524","BOL",2002,12.6
"525","BOL",2003,12.4
"526","BOL",2004,12.1
"527","BOL",2005,12.6
"528","BOL",2006,12.5
"529","BOL",2007,12.3
"530","BOL",2008,12.3
"531","BOL",2009,12.2
"532","BOL",2010,12.4
"533","BOL",2011,12.4
"534","BOL",2012,12.5
"535","BOL",2013,12.5
"536","BOL",2014,12.3
"537","BOL",2015,12.2
"538","BOL",2016,11.8
"539","BOL",2017,11.7
"540","BOL",2018,11.6
"541","BOL",2019,11.5
"542","BOL",2020,11.4
"543","BOL",2021,12.2
"544","BOL",2022,12.6
"545","BOL",2023,12.3
"546","BOL",2024,12.6
"547","BIH",1999,6.5
"548","BIH",2000,5.4
"549","BIH",2001,5.5
"550","BIH",2002,6.2
"551","BIH",2003,5.5
"552","BIH",2004,6.8
"553","BIH",2005,6.2
"554","BIH",2006,6.5
"555","BIH",2007,6.4
"556","BIH",2008,6.1
"557","BIH",2009,3.2
"558","BIH",2010,3
"559","BIH",2011,3
"560","BIH",2012,2.8
"561","BIH",2013,2.7
"562","BIH",2014,2
"563","BIH",2015,1.5
"564","BIH",2016,1.8
"565","BIH",2017,1.3
"566","BIH",2018,1.5
"567","BIH",2019,1.9
"568","BIH",2020,2.8
"569","BIH",2021,3.1
"570","BIH",2022,2.8
"571","BIH",2023,1.9
"572","BIH",2024,1.7
"573","BWA",1999,15.3
"574","BWA",2000,15.6
"575","BWA",2001,16.3
"576","BWA",2002,15
"577","BWA",2003,14.2
"578","BWA",2004,14.5
"579","BWA",2005,13.9
"580","BWA",2006,15
"581","BWA",2007,15.4
"582","BWA",2008,15.6
"583","BWA",2009,21.4
"584","BWA",2010,18.3
"585","BWA",2011,15.4
"586","BWA",2012,13.6
"587","BWA",2013,14.6
"588","BWA",2014,15.4
"589","BWA",2015,18.4
"590","BWA",2016,21.5
"591","BWA",2017,22.8
"592","BWA",2018,23.1
"593","BWA",2019,23.7
"594","BWA",2020,25.4
"595","BWA",2021,26.7
"596","BWA",2022,26.6
"597","BWA",2023,26.1
"598","BWA",2024,26.2
"599","BRA",1999,11.6
"600","BRA",2000,11.4
"601","BRA",2001,11.3
"602","BRA",2002,11.2
"603","BRA",2003,11.9
"604","BRA",2004,11.6
"605","BRA",2005,10.5
"606","BRA",2006,9.2
"607","BRA",2007,8.6
"608","BRA",2008,7.5
"609","BRA",2009,4.9
"610","BRA",2010,3.9
"611","BRA",2011,3.1
"612","BRA",2012,2.6
"613","BRA",2013,1.5
"614","BRA",2014,1
"615","BRA",2015,0.7
"616","BRA",2016,0.7
"617","BRA",2017,0.9
"618","BRA",2018,1.1
"619","BRA",2019,3.1
"620","BRA",2020,6.3
"621","BRA",2021,8.5
"622","BRA",2022,6.6
"623","BRA",2023,3.4
"624","BRA",2024,3.9
"625","BRN",1999,3.4
"626","BRN",2000,3.3
"627","BRN",2001,3.4
"628","BRN",2002,3.3
"629","BRN",2003,3.4
"630","BRN",2004,3.4
"631","BRN",2005,3.3
"632","BRN",2006,3.3
"633","BRN",2007,3.2
"634","BRN",2008,3.3
"635","BRN",2009,3.5
"636","BRN",2010,3.7
"637","BRN",2011,3.7
"638","BRN",2012,3.7
"639","BRN",2013,3.6
"640","BRN",2014,3.6
"641","BRN",2015,3.6
"642","BRN",2016,3.8
"643","BRN",2017,3.5
"644","BRN",2018,3.3
"645","BRN",2019,3.9
"646","BRN",2020,4
"647","BRN",2021,4.4
"648","BRN",2022,4.4
"649","BRN",2023,4.4
"650","BRN",2024,4.4
"651","BGR",1999,9.2
"652","BGR",2000,9
"653","BGR",2001,7.4
"654","BGR",2002,7.2
"655","BGR",2003,7.7
"656","BGR",2004,7.2
"657","BGR",2005,7.3
"658","BGR",2006,7.1
"659","BGR",2007,6.5
"660","BGR",2008,6.1
"661","BGR",2009,2.8
"662","BGR",2010,2.3
"663","BGR",2011,2
"664","BGR",2012,2.1
"665","BGR",2013,2
"666","BGR",2014,1.9
"667","BGR",2015,1.9
"668","BGR",2016,2.4
"669","BGR",2017,2.1
"670","BGR",2018,1.9
"671","BGR",2019,2.4
"672","BGR",2020,2.9
"673","BGR",2021,3.5
"674","BGR",2022,2.5
"675","BGR",2023,2
"676","BGR",2024,1.8
"677","BFA",1999,24.9
"678","BFA",2000,24.8
"679","BFA",2001,24
"680","BFA",2002,23.8
"681","BFA",2003,23.7
"682","BFA",2004,24.3
"683","BFA",2005,20.6
"684","BFA",2006,16.8
"685","BFA",2007,16.9
"686","BFA",2008,15.9
"687","BFA",2009,15.6
"688","BFA",2010,16.8
"689","BFA",2011,17.5
"690","BFA",2012,18.5
"691","BFA",2013,18.7
"692","BFA",2014,18.8
"693","BFA",2015,18.7
"694","BFA",2016,18.9
"695","BFA",2017,19.2
"696","BFA",2018,19.5
"697","BFA",2019,20.2
"698","BFA",2020,20.8
"699","BFA",2021,21.1
"700","BFA",2022,21.5
"701","BFA",2023,22.9
"702","BFA",2024,23.8
"703","BDI",1999,20.8
"704","BDI",2000,19
"705","BDI",2001,19.6
"706","BDI",2002,18.1
"707","BDI",2003,17.8
"708","BDI",2004,17.3
"709","BDI",2005,15.3
"710","BDI",2006,14.5
"711","BDI",2007,16.4
"712","BDI",2008,14.5
"713","BDI",2009,14.6
"714","BDI",2010,15.1
"715","BDI",2011,17.7
"716","BDI",2012,19
"717","BDI",2013,21.2
"718","BDI",2014,22
"719","BDI",2015,21.9
"720","BDI",2016,22.1
"721","BDI",2017,23.7
"722","BDI",2018,21.6
"723","BDI",2019,22
"724","BDI",2020,21.7
"725","BDI",2021,21.7
"726","BDI",2022,20.9
"727","BDI",2023,20.9
"728","BDI",2024,20
"729","CPV",1999,16.2
"730","CPV",2000,15.9
"731","CPV",2001,16.3
"732","CPV",2002,15.5
"733","CPV",2003,15.8
"734","CPV",2004,15.3
"735","CPV",2005,14.2
"736","CPV",2006,14.2
"737","CPV",2007,14.1
"738","CPV",2008,14.6
"739","CPV",2009,14.2
"740","CPV",2010,14.2
"741","CPV",2011,13.8
"742","CPV",2012,13.6
"743","CPV",2013,12.8
"744","CPV",2014,12.6
"745","CPV",2015,11.7
"746","CPV",2016,10.9
"747","CPV",2017,9.6
"748","CPV",2018,8.6
"749","CPV",2019,7.6
"750","CPV",2020,6.4
"751","CPV",2021,6.1
"752","CPV",2022,6
"753","CPV",2023,6.1
"754","CPV",2024,6.1
"755","KHM",1999,16.5
"756","KHM",2000,16.1
"757","KHM",2001,16.5
"758","KHM",2002,16.3
"759","KHM",2003,16.2
"760","KHM",2004,13.5
"761","KHM",2005,12.4
"762","KHM",2006,12
"763","KHM",2007,12.6
"764","KHM",2008,13.7
"765","KHM",2009,16.5
"766","KHM",2010,17.3
"767","KHM",2011,17.2
"768","KHM",2012,12.7
"769","KHM",2013,10
"770","KHM",2014,5.3
"771","KHM",2015,4.6
"772","KHM",2016,4
"773","KHM",2017,4
"774","KHM",2018,3.9
"775","KHM",2019,4
"776","KHM",2020,4.4
"777","KHM",2021,4.5
"778","KHM",2022,4.3
"779","KHM",2023,3.6
"780","KHM",2024,5.2
"781","CMR",1999,22.4
"782","CMR",2000,22.4
"783","CMR",2001,23
"784","CMR",2002,22.8
"785","CMR",2003,23.9
"786","CMR",2004,23
"787","CMR",2005,21
"788","CMR",2006,20.5
"789","CMR",2007,20.4
"790","CMR",2008,20.2
"791","CMR",2009,20.5
"792","CMR",2010,22.9
"793","CMR",2011,21.9
"794","CMR",2012,23.4
"795","CMR",2013,23.9
"796","CMR",2014,24.1
"797","CMR",2015,26
"798","CMR",2016,26.6
"799","CMR",2017,28.2
"800","CMR",2018,28.1
"801","CMR",2019,27.3
"802","CMR",2020,26.7
"803","CMR",2021,26.7
"804","CMR",2022,25.4
"805","CMR",2023,24.7
"806","CMR",2024,25.8
"807","CAN",1999,1.1
"808","CAN",2000,1
"809","CAN",2001,1
"810","CAN",2002,0.9
"811","CAN",2003,0.9
"812","CAN",2004,0.9
"813","CAN",2005,0.6
"814","CAN",2006,0.6
"815","CAN",2007,0.6
"816","CAN",2008,0.6
"817","CAN",2009,0.7
"818","CAN",2010,0.6
"819","CAN",2011,0.7
"820","CAN",2012,0.6
"821","CAN",2013,0.6
"822","CAN",2014,0.6
"823","CAN",2015,0.6
"824","CAN",2016,0.6
"825","CAN",2017,0.6
"826","CAN",2018,0.7
"827","CAN",2019,0.9
"828","CAN",2020,1
"829","CAN",2021,1.2
"830","CAN",2022,1.5
"831","CAN",2023,1.9
"832","CAN",2024,1.6
"833","CAF",1999,19.5
"834","CAF",2000,19.7
"835","CAF",2001,16.3
"836","CAF",2002,21.3
"837","CAF",2003,25.8
"838","CAF",2004,25.5
"839","CAF",2005,26.8
"840","CAF",2006,21.1
"841","CAF",2007,18.1
"842","CAF",2008,17.9
"843","CAF",2009,13
"844","CAF",2010,12.7
"845","CAF",2011,11.7
"846","CAF",2012,13.8
"847","CAF",2013,27.3
"848","CAF",2014,41.2
"849","CAF",2015,41.2
"850","CAF",2016,48.9
"851","CAF",2017,55.6
"852","CAF",2018,55.8
"853","CAF",2019,56.9
"854","CAF",2020,56.3
"855","CAF",2021,56.3
"856","CAF",2022,56.3
"857","CAF",2023,57
"858","CAF",2024,57
"859","TCD",1999,30.6
"860","TCD",2000,32.4
"861","TCD",2001,33.6
"862","TCD",2002,31
"863","TCD",2003,29.3
"864","TCD",2004,27.6
"865","TCD",2005,26.7
"866","TCD",2006,27.8
"867","TCD",2007,31.2
"868","TCD",2008,32.4
"869","TCD",2009,33
"870","TCD",2010,32.7
"871","TCD",2011,32
"872","TCD",2012,30.7
"873","TCD",2013,31.5
"874","TCD",2014,31.6
"875","TCD",2015,32.4
"876","TCD",2016,35.4
"877","TCD",2017,38.7
"878","TCD",2018,39.7
"879","TCD",2019,38.4
"880","TCD",2020,32.7
"881","TCD",2021,28.3
"882","TCD",2022,25.2
"883","TCD",2023,25.2
"884","TCD",2024,27.7
"885","CHL",1999,4.7
"886","CHL",2000,4.2
"887","CHL",2001,3.5
"888","CHL",2002,3.6
"889","CHL",2003,3.3
"890","CHL",2004,3.4
"891","CHL",2005,3
"892","CHL",2006,3
"893","CHL",2007,2.4
"894","CHL",2008,2.2
"895","CHL",2009,2.4
"896","CHL",2010,2.3
"897","CHL",2011,2.3
"898","CHL",2012,2.5
"899","CHL",2013,2.5
"900","CHL",2014,2.6
"901","CHL",2015,2.9
"902","CHL",2016,3.1
"903","CHL",2017,3.4
"904","CHL",2018,3.6
"905","CHL",2019,3.6
"906","CHL",2020,3.8
"907","CHL",2021,3.6
"908","CHL",2022,3.7
"909","CHL",2023,3.6
"910","CHL",2024,3.5
"911","CHN",1999,15.5
"912","CHN",2000,14.7
"913","CHN",2001,14.5
"914","CHN",2002,14.4
"915","CHN",2003,13.3
"916","CHN",2004,12.2
"917","CHN",2005,11.5
"918","CHN",2006,11.5
"919","CHN",2007,11.3
"920","CHN",2008,11.6
"921","CHN",2009,11.3
"922","CHN",2010,11.2
"923","CHN",2011,10.9
"924","CHN",2012,10.5
"925","CHN",2013,10.1
"926","CHN",2014,9.9
"927","CHN",2015,9.4
"928","CHN",2016,9.2
"929","CHN",2017,9.1
"930","CHN",2018,9.3
"931","CHN",2019,8.8
"932","CHN",2020,8.5
"933","CHN",2021,8.3
"934","CHN",2022,7.4
"935","CHN",2023,7.3
"936","CHN",2024,6.9
"937","COL",1999,13.3
"938","COL",2000,13.5
"939","COL",2001,15.9
"940","COL",2002,13.9
"941","COL",2003,14.2
"942","COL",2004,14.4
"943","COL",2005,13.9
"944","COL",2006,14.5
"945","COL",2007,13.9
"946","COL",2008,14.1
"947","COL",2009,14
"948","COL",2010,13.5
"949","COL",2011,12.1
"950","COL",2012,9.3
"951","COL",2013,7.3
"952","COL",2014,5.4
"953","COL",2015,4.9
"954","COL",2016,4.7
"955","COL",2017,4.5
"956","COL",2018,4.6
"957","COL",2019,4.7
"958","COL",2020,5
"959","COL",2021,5.3
"960","COL",2022,5.3
"961","COL",2023,5
"962","COL",2024,5.3
"963","COM",1999,20.6
"964","COM",2000,24.4
"965","COM",2001,24
"966","COM",2002,23.5
"967","COM",2003,23.8
"968","COM",2004,25
"969","COM",2005,23.9
"970","COM",2006,22.8
"971","COM",2007,21.7
"972","COM",2008,25.5
"973","COM",2009,25.3
"974","COM",2010,25.7
"975","COM",2011,26.4
"976","COM",2012,26.6
"977","COM",2013,26.3
"978","COM",2014,26.9
"979","COM",2015,27.4
"980","COM",2016,27.4
"981","COM",2017,27.1
"982","COM",2018,27.4
"983","COM",2019,27.5
"984","COM",2020,27.4
"985","COM",2021,27.4
"986","COM",2022,27.4
"987","COM",2023,27.4
"988","COM",2024,27.1
"989","COD",1999,26.8
"990","COD",2000,23.1
"991","COD",2001,23.3
"992","COD",2002,17.2
"993","COD",2003,11.3
"994","COD",2004,11.4
"995","COD",2005,12.9
"996","COD",2006,13.5
"997","COD",2007,14.3
"998","COD",2008,14.2
"999","COD",2009,15.8
"1000","COD",2010,19.7
"1001","COD",2011,21.8
"1002","COD",2012,27.8
"1003","COD",2013,33.5
"1004","COD",2014,34.6
"1005","COD",2015,35.8
"1006","COD",2016,36.2
"1007","COD",2017,36.8
"1008","COD",2018,37.9
"1009","COD",2019,38.5
"1010","COD",2020,39.2
"1011","COD",2021,40.3
"1012","COD",2022,41.7
"1013","COD",2023,42.5
"1014","COD",2024,42.1
"1015","COG",1999,14.2
"1016","COG",2000,13
"1017","COG",2001,13.9
